file;title_en;type_en;text_en;title_fr;type_fr;text_fr
../TacticsCards/GENERIC CARDS/Beast Repellent .png;Beast Repellent;Gang Tactics;"Play this card when activating a fighter. |
For the duration of this fighter's |
activation, they do not risk rousing the Beast,
regardless of how close they are to the

Beast's Lair.";Répulsif à bêtes;Générique;Jouez cette tactique lors de l'activation d'un combattant. Pour la durée de son activation, le combattant ne risquent pas de réveiller la Bête, quelle que soit sa proximité avec le Beast’s lair.
../TacticsCards/GENERIC CARDS/Blackout.png;| Blackout;Gang Tactics;"Play this card at the start of any round.

For the duration of this round, ranged attacks
have an additional -1 modifier if made against
targets between 6"" and 12"" away, or a -2
modifier if made against targets more than 12""
away. Attackers using an infra-scope or photo
-goggles, or targeting a fighter with a Blaze
marker, ignore these penalties.";Black-out;Générique;"Jouez cette tactique au début d’un tour. Pendant toute la durée de ce tour, les attaques à distance subissent un malus supplémentaire de -1 si elles sont effectuées contre des cibles entre 6"" et 12"", ou un malus de -2 si elles sont effectuées contre des cibles de plus de 12"". Les combattants utilisant un Infra-sight ou des Photo-googles, ou ciblant un combattant avec un marqueur Blaze ignorent ces pénalités."
../TacticsCards/GENERIC CARDS/Blade for Every Occasion.png;Blade for Every Occasion;Gang Tactics;"| Play this card when activating a fighter.
Tuck this card under the fighter's card.
Untul the end of the battle, this fighter has _
an additional axe.";Une lame pour chaque occasion;Générique;Jouez cette tactique lors de l'activation d'un combattant. Glissez cette carte sous la carte du combattant. Jusqu'à la fin de la bataille, ce combattant a une hache supplémentaire.
../TacticsCards/GENERIC CARDS/Blazing Fury.png;Blazing Fury;Gang Tactics;"| Play this card when activating a fighter.

For the duration of this fighter’s turn, the
Shoot action is treated as Simple rather than |
Basic.";Fureur flamboyante;Générique;Jouez cette tactique lors de l'activation d'un combattant. Pendant toute la durée du round de ce combattant, l'action de tir est traitée comme simple plutôt que Basic.
../TacticsCards/GENERIC CARDS/Blood Debt.png;Blood Debt;Gang Tactics;"Play this card when one of your fighters is

taken Out of Action by an enemy fighter's attack.
For the rest of the battle, add 1 to the result

of any hit rolls for fighters from your gang

when they target the attacker. Tuck this card
under the attacker's Fighter card as a reminder.";Dette de sang;Générique;Jouez cette tactique lorsqu'un de vos combattants est mis Out of Action par un combattant ennemi. Pour le reste de la bataille, ajoutez 1 au résultat de tous les jets de touche des combattants de votre gang lorsqu'ils ciblent cet ennemi.
../TacticsCards/GENERIC CARDS/Blood Fury.png;Blood Fury;Gang Tactics;"| Play when one of your fighters loses

a Wound.

Tuck this card under the fighter's card; |
for the rest of the battle, that fighter has the
Berserker skill.";Fureur de sang;Générique;Jouez cet tactique quand un de vos combattants perd un point de vie. Glissez cette carte sous la carte du combattant. Pour le reste de la bataille, ce combattant a le Compétence Berserker.
../TacticsCards/GENERIC CARDS/Blood Surge.png;Blood Surge;Gang Tactics;"‘Play this card when activating a fighter.

|

For the duration of the round, the fighter is

treated as if they had used a stimm-slug stash,
However, during the End phase, they do not
need to check for a stimm overload.

|

|";Afflux de sang;Générique;Jouez cette tactique lorsque vous activez un combattant. Pendant toute la durée du round, le combattant est traité comme s'ils avaient utilisé un stimm-slug stash, Cependant, le combattant ne fais pas de test de stimm overload
../TacticsCards/GENERIC CARDS/Blood-drenched Champion.png;Blood-drenched Champion;Gang Tactics;"| Play this card instead of activating a fighter.
An enemy fighter of your choice that is
visible to your leader must pass a Nerve test,
subtracting 2 from the result, or become
Broken.";Champion couvert de sang;Générique;Jouez cette tactique au lieu d'activer un combattant. Un combattant ennemi de votre choix qui est visible par votre leader doit réussir un Nerve test, avec un malus de -2, ou devenir Broken.
../TacticsCards/GENERIC CARDS/Born to Slaughter.png;Born to Slaughter;Gang Tactics;"| Play this card immediately after it has been
drawn during step 7 of the pre-battle
sequence.

Nominate one fighter from your starting
crew. For the duration of this battle, that
fighter gains +1 to their Weapon Skill and
Cool but -1 to their Ballistic Skill and
Willpower.";Né pour le massacre;Générique;Jouez cette tactique immédiatement après qu'elle ait été tiré lors de l'étape 7 de la séquence pré-bataille. Nommez un combattant de votre gang de départ. Pour la durée de cette bataille, ce le combattant gagne +1 en WS et Cool et -1 en BS et Willpower.
../TacticsCards/GENERIC CARDS/Breach and Clear.png;Breach and Clear;Gang Tactics;"| Play after a friendly fighter makes an
Operate Door (Simple) action or successful
Force Door (Basic) action.

The fighter may immediately make a free
Shoot (Basic) action.";Percée et nettoyage;Générique;Jouez après qu'un combattant allié ait fait un action Faire Operate door (simple) ou Force door (basic). Ce combattant peut immédiatement effectuer une action de Tir (Basique) gratuite.
../TacticsCards/GENERIC CARDS/Bullet Magnet.png;Bullet Magnet;Gang Tactics;"| Play this card when a fighter fires a weapon
with the Rapid Fire trait.

Add 1 to the number of hits rolled on each —
Firepower dice.";Aimant à balles;Générique;Jouez cette tactique lorsqu'un combattant tire avec une arme avec le trait Rapid Fire. Ajoutez 1 au nombre de coups portés sur chacun des dés de puissance de feu.
../TacticsCards/GENERIC CARDS/Burst of Courage.png;Burst of Courage;Gang Tactics;"| Play this card when making a Cool check for
a fighter.

The fighter automatically passes the check, |
and any more Cool checks they are required
to make until the end of the round.";Élan de courage;Générique;Jouez cette tactique lorsque vous effectuez un test de Cool pour un combattant. Le combattant réussit automatiquement le test, et tous les autres test de Cool qu’ils aurait besoin de faire jusqu'à la fin du round.
../TacticsCards/GENERIC CARDS/Chain Attacks.png;Chain Attacks;Gang Tactics;"| Play when a fighter takes an enemy Out of
Action with a Melee attack.

The activating fighter can move up to D6"" _—
and make a Fight Basic action. Their
activation then immediately ends.";Attaques en chaîne;Générique;Jouez cet tactique quand un combattant met un ennemi Out of Action avec une attaque de mêlée. Le combattant peut se déplacer de jusqu'à D6 », effectuer une action Combat (Basic). Son activation se termine alors immédiatement.
../TacticsCards/GENERIC CARDS/Click.png;«Click!;Gang Tactics;"Play this card after an enemy fighter
completes an attack with a ranged weapon.
The weapon immediately runs Out of Ammo,
as if it had failed an Ammo check.";« Clic ! »;Générique;Jouez cette tactique après qu’un combattant ennemi termine une attaque avec une arme à distance. L'arme est immédiatement à court de munitions, comme s'il avait échoué à un test de munitions.
../TacticsCards/GENERIC CARDS/Close to Retirement.png;Close to Retirement;Gang Tactics;"| Play at the start of any round.

Untul the End phase of this round, your
opponent's Leader suffers a-2 modifier to _
any Cool checks they must make. If your
opponent's Leader is not available for this
battle, discard this card.";Près de la retraite;Générique;Jouez cette tactique au début d’un tour. Jusqu'à la phase de fin de ce tour, le chef de l'adversaire subit un malus de -2 à tous les test de Cool qu'il doit effectuer. Si le chef de l'adversaire n'est pas présent durant la bataille, défaussez cette carte.
../TacticsCards/GENERIC CARDS/Combat Drugs.png;Combat Drugs;Gang Tactics;"| Play when a fighter makes a melee attack.

|

For the duration of this turn, the fighter
gains D3 additional attacks. However, should
the fighter gain the full 3 additional attacks,
they will automatically suffer

aFlesh Wound at the end of their
activation.";Drogues de combat;Générique;Jouez cette tactique lorsqu'un combattant effectue une attaque au corps à corps. Pour la durée de ce tour, le combattant gagne D3 attaques supplémentaires. Cependant si le combattant gagne 3 attaques grâce à cette tactique, il subit une Flesh wound à la fin de son activation.
../TacticsCards/GENERIC CARDS/Counter-Assault .png;Counter-Assault;Gang Tactics;"| Play this card when one of your fighters
makes a Reaction attack.

The fighter’s Reaction attacks are made at
+1 to Hit. In addition, they automatically
pass the Initiative check required to make
Reaction attacks against disengaging enemy.";Contre-assaut;Générique;Jouez cette tactique lorsqu'un de vos combattants effectue une attaque de réaction. Les attaques de réaction du combattant sont effectuées avec un bonus de +1 pour toucher. De plus, il réussi automatiquement le test d’Initiative requis pour faire une attaques de réaction contre un ennemi qui tente une retraite.
../TacticsCards/GENERIC CARDS/Crossfire.png;| Crossfire;Gang Tactics;"| Play this card when a fighter makes a ranged
attack against a target who has already been
shot at by a friendly fighter.

The hit roll succeeds automatically.";Feux croisés;Générique;Jouez cette tactique lorsqu'un combattant effectue une attaque à distance contre une cible qui a déjà été ciblée par un tir allié. Le jet de touche réussit automatiquement.
../TacticsCards/GENERIC CARDS/Cut Their Supply.png;Cut Their Supply;Gang Tactics;"Play at the start of the game after both sides |
have deployed.

Choose a weapon possessed by an enemy |
fighter. For the duration of the game, this
weapon loses the Plentiful trait if it has it,
and gains the Scarce trait if it doesn't have it.";Couper leur ravitaillement;Générique;Jouer cette tactique au début du jeu après que les deux gangs aient été déployés. Choisissez une arme possédée par un combattant ennemi. Pour la durée de la partie, ceci l'arme perd le trait Plentiful si elle le possède, et gagne le trait Scarce s'il elle ne l'a pas.
../TacticsCards/GENERIC CARDS/Dangerous Footing.png;Dangerous Footing;Gang Tactics;"Play when your opponent activates a fighter.
Immediately eae a Pitfall Crater marker
beneath the ese The fighter must take an
Initiative test. If the test is passed, the fighter
makes a Move action to safety and their
activation continues. If the Initiative test is
failed, the fighter falls into the crater and is
immediately taken Out of Action. The pitfall
Crater remains in place for the duration of the
battle.";Terrain dangereux;Générique;Jouez cette tactique lorsque votre adversaire active un combattant. Placez immédiatement un marqueur Pitfall Crater sous le combattant, ce dernier doit faire un test d’Initiative. Si le test est réussi, le combattant effectue une action de déplacement vers le bord le plus proche et continue son activation. Si le test d’Initiative est échoué, le combattant tombe dans le cratère et est immédiatement mis Out of Action. Le piège reste en place pour la durée du bataille.
